lam_ae,psnr,ssim,rmse,mae,runtime
0.0,32.807431991060085,0.9697242352878237,0.02288908325135708,0.00519657414406538,1.2492434978485107
1e-05,32.80405177447028,0.9697230479604164,0.02289799228310585,0.005202099215239286,1.2481248378753662
0.0001,32.75941830398514,0.9695649077373466,0.023015959188342094,0.005257745273411274,1.2316875457763672
0.001,32.05748329415429,0.967126389935881,0.024953175336122513,0.005797937512397766,1.2333741188049316
0.01,28.61272579038893,0.9400239630475404,0.03709912672638893,0.00902043841779232,1.193800449371338
